"","Genus_Species","X","Order","Suborder","Family","Genus","Species","Gill_Presence","SVL_mm","Mass_g","rootmass","ED_right_mm","ED_left_mm","eyemean","CD_right_mm","CD_left_mm","cormean","Activity_Period","Adult_Habitat","Development","Life_History","Larval_Habitat"
"339","Paramesotriton_hongkongensis",390,"Caudata","Salamandroidea","Salamandridae","Paramesotriton","hongkongensis","no",64,8.74,2.05985734394031,5.6,5.54,5.57,4.04,3.87,3.955,"nocturnal","terrestrial","metamorphosizing","free-living","both"
"340","Plethodon_albagula",281,"Caudata","Salamandroidea","Plethodontidae","Plethodon","albagula","no",63,3.35,1.49628711352849,3.7,3.49,3.595,2.57,2.45,2.51,"nocturnal","terrestrial","direct development","no free-living","no larva"
"341","Plethodon_albagula",282,"Caudata","Salamandroidea","Plethodontidae","Plethodon","albagula","no",65,4.02,1.59004232314857,3.63,3.36,3.495,2.76,2.32,2.54,"nocturnal","terrestrial","direct development","no free-living","no larva"
"342","Plethodon_albagula",283,"Caudata","Salamandroidea","Plethodontidae","Plethodon","albagula","no",52,1.81,1.21868890774198,2.98,3.18,3.08,2.37,2.23,2.3,"nocturnal","terrestrial","direct development","no free-living","no larva"
"343","Plethodon_cinereus",284,"Caudata","Salamandroidea","Plethodontidae","Plethodon","cinereus","no",43,0.82,0.935990162314116,2.05,1.94,1.995,1.43,1.49,1.46,"nocturnal","terrestrial","direct development","no free-living","no larva"
"344","Plethodon_cinereus",285,"Caudata","Salamandroidea","Plethodontidae","Plethodon","cinereus","no",43,0.89,0.961900171607705,2.33,2.44,2.385,1.44,1.68,1.56,"nocturnal","terrestrial","direct development","no free-living","no larva"
"345","Plethodon_cinereus",286,"Caudata","Salamandroidea","Plethodontidae","Plethodon","cinereus","no",41,0.86,0.950968541305815,1.88,1.97,1.925,1.41,1.54,1.475,"nocturnal","terrestrial","direct development","no free-living","no larva"
"346","Plethodon_dunni",287,"Caudata","Salamandroidea","Plethodontidae","Plethodon","dunni","no",64,3.59,1.53119845724049,3.18,3.26,3.22,2.57,2.33,2.45,"nocturnal","terrestrial","direct development","no free-living","no larva"
"347","Plethodon_dunni",288,"Caudata","Salamandroidea","Plethodontidae","Plethodon","dunni","no",63,3.81,1.56185840324904,3.25,3.18,3.215,2.07,2.11,2.09,"nocturnal","terrestrial","direct development","no free-living","no larva"
"348","Plethodon_dunni",289,"Caudata","Salamandroidea","Plethodontidae","Plethodon","dunni","no",63,3.28,1.48579176828931,2.88,2.88,2.88,2.24,2.25,2.245,"nocturnal","terrestrial","direct development","no free-living","no larva"
"349","Plethodon_elongatus",290,"Caudata","Salamandroidea","Plethodontidae","Plethodon","elongatus","no",62,2.88,1.42275732179602,2.65,2.79,2.72,1.95,1.83,1.89,"NA","terrestrial","direct development","no free-living","no larva"
"350","Plethodon_elongatus",291,"Caudata","Salamandroidea","Plethodontidae","Plethodon","elongatus","no",63,2.52,1.36081842319067,2.91,2.83,2.87,1.82,1.82,1.82,"NA","terrestrial","direct development","no free-living","no larva"
"351","Plethodon_elongatus",292,"Caudata","Salamandroidea","Plethodontidae","Plethodon","elongatus","no",58,2.32,1.32382118960525,2.6,2.77,2.685,1.83,1.73,1.78,"NA","terrestrial","direct development","no free-living","no larva"
"352","Plethodon_glutinosus",293,"Caudata","Salamandroidea","Plethodontidae","Plethodon","glutinosus","no",76,7.06,1.91838115861121,3.96,3.76,3.86,3.27,2.94,3.105,"nocturnal","terrestrial","direct development","no free-living","no larva"
"353","Plethodon_glutinosus",294,"Caudata","Salamandroidea","Plethodontidae","Plethodon","glutinosus","no",71,6.65,1.8805023555678,4.01,4.14,4.075,3.01,3.17,3.09,"nocturnal","terrestrial","direct development","no free-living","no larva"
"354","Plethodon_glutinosus",295,"Caudata","Salamandroidea","Plethodontidae","Plethodon","glutinosus","no",75,6.78,1.89267726172085,4.05,3.96,4.005,2.89,3.02,2.955,"nocturnal","terrestrial","direct development","no free-living","no larva"
"355","Plethodon_idahoensis",296,"Caudata","Salamandroidea","Plethodontidae","Plethodon","idahoensis","no",50,1.6,1.16960709528515,3.23,3.13,3.18,2.35,2.3,2.325,"nocturnal","semiaquatic","direct development","no free-living","no larva"
"356","Plethodon_idahoensis",297,"Caudata","Salamandroidea","Plethodontidae","Plethodon","idahoensis","no",53,1.46,1.13444719403828,3.27,3.03,3.15,2.47,2.38,2.425,"nocturnal","semiaquatic","direct development","no free-living","no larva"
"357","Plethodon_idahoensis",298,"Caudata","Salamandroidea","Plethodontidae","Plethodon","idahoensis","no",50,1.4,1.1186889420814,3.14,3.23,3.185,2.51,2.37,2.44,"nocturnal","semiaquatic","direct development","no free-living","no larva"
"358","Plethodon_jordani",299,"Caudata","Salamandroidea","Plethodontidae","Plethodon","jordani","no",52,3.29,1.48730018736413,3.6,3.43,3.515,2.65,2.39,2.52,"nocturnal","terrestrial","direct development","no free-living","no larva"
"359","Plethodon_jordani",300,"Caudata","Salamandroidea","Plethodontidae","Plethodon","jordani","no",59,3.61,1.53403664437892,3.81,3.82,3.815,2.77,2.81,2.79,"nocturnal","terrestrial","direct development","no free-living","no larva"
"360","Plethodon_jordani",301,"Caudata","Salamandroidea","Plethodontidae","Plethodon","jordani","no",58,2.41,1.34072285940983,3.37,3.1,3.235,2.52,2.53,2.525,"nocturnal","terrestrial","direct development","no free-living","no larva"
"361","Plethodon_vehiculum",302,"Caudata","Salamandroidea","Plethodontidae","Plethodon","vehiculum","no",53,1.98,1.25570723564389,2.83,2.54,2.685,1.96,1.92,1.94,"nocturnal","terrestrial","direct development","no free-living","no larva"
"362","Plethodon_vehiculum",303,"Caudata","Salamandroidea","Plethodontidae","Plethodon","vehiculum","no",50,1.47,1.13703136514059,2.42,2.64,2.53,2.01,1.94,1.975,"nocturnal","terrestrial","direct development","no free-living","no larva"
"363","Plethodon_vehiculum",304,"Caudata","Salamandroidea","Plethodontidae","Plethodon","vehiculum","no",47,1.65,1.1816657504675,2.61,2.59,2.6,1.96,1.93,1.945,"nocturnal","terrestrial","direct development","no free-living","no larva"
"364","Pleurodeles_poireti",391,"Caudata","Salamandroidea","Salamandridae","Pleurodeles","poireti","no",49,2.72,1.39590640938178,2.91,2.78,2.845,2.02,1.95,1.985,"NA","semiaquatic","metamorphosizing","free-living","lentic water"
"365","Pleurodeles_waltl",392,"Caudata","Salamandroidea","Salamandridae","Pleurodeles","waltl","no",68,7.69,1.97382561170168,3.77,3.69,3.73,2.43,2.5,2.465,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"366","Pleurodeles_waltl",393,"Caudata","Salamandroidea","Salamandridae","Pleurodeles","waltl","no",60,6.85,1.89916861132909,3.62,3.68,3.65,2.28,2.27,2.275,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"367","Pleurodeles_waltl",394,"Caudata","Salamandroidea","Salamandridae","Pleurodeles","waltl","no",96,15.13,2.47331620330589,4.61,4.39,4.5,2.81,2.88,2.845,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"368","Pleurodeles_waltl",395,"Caudata","Salamandroidea","Salamandridae","Pleurodeles","waltl","no",90,15.65,2.50133262285365,4.72,4.72,4.72,2.87,3.29,3.08,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"369","Pleurodeles_waltl_gilled",396,"Caudata","Salamandroidea","Salamandridae","Pleurodeles","waltl_gilled","yes",78,24.17,2.89129374593115,3.38,3.37,3.375,3.06,3.07,3.065,"nocturnal","aquatic","paedomorphic","free-living","lentic water"
"370","Proteus_anguinus",324,"Caudata","Salamandroidea","Proteidae","Proteus","anguinus","yes",185.1,29,3.07231682568585,NA,NA,NA,NA,NA,NA,"nocturnal","aquatic","paedomorphic","free-living","lentic water"
"371","Proteus_anguinus",325,"Caudata","Salamandroidea","Proteidae","Proteus","anguinus","yes",161.7,25,2.92401773821287,NA,NA,NA,NA,NA,NA,"nocturnal","aquatic","paedomorphic","free-living","lentic water"
"372","Pseudobranchus_striatus",430,"Caudata","Sirenidea","Sirenidae","Pseudobranchus","striatus","yes",93,3,1.44224957030741,NA,NA,NA,0.97,0.96,0.965,"nocturnal","aquatic","paedomorphic","free-living","lentic water"
"373","Pseudobranchus_striatus",431,"Caudata","Sirenidea","Sirenidae","Pseudobranchus","striatus","yes",96,4,1.5874010519682,NA,NA,NA,0.96,0.89,0.925,"nocturnal","aquatic","paedomorphic","free-living","lentic water"
"374","Pseudobranchus_striatus",432,"Caudata","Sirenidea","Sirenidae","Pseudobranchus","striatus","yes",96,3,1.44224957030741,NA,NA,NA,0.99,1.02,1.005,"nocturnal","aquatic","paedomorphic","free-living","lentic water"
"375","Pseudotriton_montanus",305,"Caudata","Salamandroidea","Plethodontidae","Pseudotriton","montanus","no",57,2.67,1.38730010917983,2.95,2.78,2.865,2.34,1.95,2.145,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"376","Pseudotriton_ruber",306,"Caudata","Salamandroidea","Plethodontidae","Pseudotriton","ruber","no",58,2.58,1.37153397007417,3.48,3.22,3.35,2.26,2.38,2.32,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"377","Pseudotriton_ruber",307,"Caudata","Salamandroidea","Plethodontidae","Pseudotriton","ruber","no",72,9.13,2.09005120331199,3.34,3.16,3.25,2.18,1.99,2.085,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"378","Pseudotriton_ruber",308,"Caudata","Salamandroidea","Plethodontidae","Pseudotriton","ruber","no",69,2.58,1.37153397007417,3.43,2.82,3.125,2.08,2.13,2.105,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"379","Ranodon_sibiricus",127,"Caudata","Cryptobranchoidea","Hynobiidae","Ranodon","sibiricus","no",83,10.72,2.20494754289947,4.4,4.72,4.56,3.9,3.67,3.785,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"380","Ranodon_sibiricus",128,"Caudata","Cryptobranchoidea","Hynobiidae","Ranodon","sibiricus","no",92,8.96,2.07699764074044,4.96,5.21,5.085,4.2,4.52,4.36,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"381","Ranodon_sibiricus",129,"Caudata","Cryptobranchoidea","Hynobiidae","Ranodon","sibiricus","no",89,12,2.28942848510666,5.22,5.35,5.285,4.12,4.43,4.275,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"382","Rhyacotriton_cascadae",326,"Caudata","Salamandroidea","Rhyacotritonidae","Rhyacotriton","cascadae","no",57,1.77,1.20964450089633,3.44,3.34,3.39,2.47,2.5,2.485,"NA","semiaquatic","metamorphosizing","free-living","lotic water"
"383","Rhyacotriton_cascadae",327,"Caudata","Salamandroidea","Rhyacotritonidae","Rhyacotriton","cascadae","no",47,1.49,1.14216475918538,3.36,3.19,3.275,2.43,2.15,2.29,"NA","semiaquatic","metamorphosizing","free-living","lotic water"
"384","Rhyacotriton_cascadae",328,"Caudata","Salamandroidea","Rhyacotritonidae","Rhyacotriton","cascadae","no",42,1.28,1.08576704663796,3.19,3.29,3.24,2.27,2.32,2.295,"NA","semiaquatic","metamorphosizing","free-living","lotic water"
"385","Rhyacotriton_olympicus",329,"Caudata","Salamandroidea","Rhyacotritonidae","Rhyacotriton","olympicus","no",61,3.19,1.47207598457793,3.85,3.68,3.765,2.95,2.68,2.815,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"386","Rhyacotriton_olympicus",330,"Caudata","Salamandroidea","Rhyacotritonidae","Rhyacotriton","olympicus","no",62,4.13,1.60441489009459,3.79,3.69,3.74,2.92,2.65,2.785,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"387","Rhyacotriton_olympicus",331,"Caudata","Salamandroidea","Rhyacotritonidae","Rhyacotriton","olympicus","no",62,4.49,1.64973978143064,4.1,3.94,4.02,2.86,2.71,2.785,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"388","Rhyacotriton_variegatus",332,"Caudata","Salamandroidea","Rhyacotritonidae","Rhyacotriton","variegatus","no",53,2.82,1.41280764437412,3.57,3.81,3.69,2.82,2.85,2.835,"NA","semiaquatic","metamorphosizing","free-living","lotic water"
"389","Rhyacotriton_variegatus",333,"Caudata","Salamandroidea","Rhyacotritonidae","Rhyacotriton","variegatus","no",54,2.51,1.35901601257375,3.55,3.47,3.51,2.44,2.46,2.45,"NA","semiaquatic","metamorphosizing","free-living","lotic water"
"390","Rhyacotriton_variegatus",334,"Caudata","Salamandroidea","Rhyacotritonidae","Rhyacotriton","variegatus","no",50,2.32,1.32382118960525,3.38,3.42,3.4,2.55,2.73,2.64,"NA","semiaquatic","metamorphosizing","free-living","lotic water"
"391","Salamandra_atra",397,"Caudata","Salamandroidea","Salamandridae","Salamandra","atra","no",66,4.08,1.5979139480908,4.14,4.15,4.145,3.02,3.1,3.06,"nocturnal","terrestrial","direct development","no free-living","no larva"
"392","Salamandra_atra",398,"Caudata","Salamandroidea","Salamandridae","Salamandra","atra","no",73,6.63,1.87861524706936,4.74,4.6,4.67,3.34,3.15,3.245,"nocturnal","terrestrial","direct development","no free-living","no larva"
"393","Salamandra_salamandra",399,"Caudata","Salamandroidea","Salamandridae","Salamandra","salamandra","no",90,16.29,2.53497508232688,5.9,5.63,5.765,3.63,3.63,3.63,"both","terrestrial","metamorphosizing","free-living","lentic water"
"394","Salamandrella_keyserlingii",130,"Caudata","Cryptobranchoidea","Hynobiidae","Salamandrella","keyserlingii","no",66,4.59,1.66189747702634,3.46,3.66,3.56,2.44,2.4,2.42,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"395","Salamandrella_keyserlingii",131,"Caudata","Cryptobranchoidea","Hynobiidae","Salamandrella","keyserlingii","no",64,4.13,1.60441489009459,3.69,3.73,3.71,2.11,2.16,2.135,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"396","Salamandrella_keyserlingii",132,"Caudata","Cryptobranchoidea","Hynobiidae","Salamandrella","keyserlingii","no",60,3.83,1.56458654574224,3.42,3.4,3.41,2.32,2.42,2.37,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"397","Salamandrina_terdigitata",400,"Caudata","Salamandroidea","Salamandridae","Salamandrina","terdigitata","no",33,0.66,0.870658769117361,2.45,2.43,2.44,1.71,1.66,1.685,"nocturnal","terrestrial","metamorphosizing","free-living","lotic water"
"398","Salamandrina_terdigitata",401,"Caudata","Salamandroidea","Salamandridae","Salamandrina","terdigitata","no",36,0.9,0.96548938460563,2.82,2.64,2.73,1.95,1.94,1.945,"nocturnal","terrestrial","metamorphosizing","free-living","lotic water"
"399","Salamandrina_terdigitata",402,"Caudata","Salamandroidea","Salamandridae","Salamandrina","terdigitata","no",34,0.72,0.896280949311433,2.59,2.96,2.775,1.65,1.72,1.685,"nocturnal","terrestrial","metamorphosizing","free-living","lotic water"
"400","Siren_intermedia",433,"Caudata","Sirenidea","Sirenidae","Siren","intermedia","yes",232,73.43,4.18752914511533,NA,NA,NA,1.61,1.54,1.575,"nocturnal","aquatic","paedomorphic","free-living","lentic water"
"401","Siren_intermedia",434,"Caudata","Sirenidea","Sirenidae","Siren","intermedia","yes",388,366,7.15309009504067,NA,NA,NA,2.16,2.46,2.31,"nocturnal","aquatic","paedomorphic","free-living","lentic water"
"402","Siren_intermedia",435,"Caudata","Sirenidea","Sirenidae","Siren","intermedia","yes",322,275,6.50295723425693,NA,NA,NA,2.66,2.95,2.805,"nocturnal","aquatic","paedomorphic","free-living","lentic water"
"403","Siren_lacertina",436,"Caudata","Sirenidea","Sirenidae","Siren","lacertina","yes",238,259.7,6.38004854475106,NA,NA,NA,3.25,2.96,3.105,"nocturnal","aquatic","paedomorphic","free-living","lentic water"
"404","Siren_lacertina",437,"Caudata","Sirenidea","Sirenidae","Siren","lacertina","yes",361,391.57,7.31593441808828,NA,NA,NA,3.14,2.78,2.96,"nocturnal","aquatic","paedomorphic","free-living","lentic water"
"405","Siren_lacertina",438,"Caudata","Sirenidea","Sirenidae","Siren","lacertina","yes",396,416,7.4650223136345,NA,NA,NA,3,2.99,2.995,"nocturnal","aquatic","paedomorphic","free-living","lentic water"
"406","Stereochilus_marginatus",309,"Caudata","Salamandroidea","Plethodontidae","Stereochilus","marginatus","no",57,4.85,1.69270228137218,1.73,1.95,1.84,1.35,1.58,1.465,"NA","aquatic","metamorphosizing","free-living","lentic water"
"407","Stereochilus_marginatus",310,"Caudata","Salamandroidea","Plethodontidae","Stereochilus","marginatus","no",42,1.5,1.14471424255333,1.88,1.78,1.83,1.38,1.19,1.285,"NA","aquatic","metamorphosizing","free-living","lentic water"
"408","Taricha_granulosa",403,"Caudata","Salamandroidea","Salamandridae","Taricha","granulosa","no",93,24.77,2.91502311030285,5.41,5.14,5.275,3.67,3.77,3.72,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"409","Taricha_granulosa",404,"Caudata","Salamandroidea","Salamandridae","Taricha","granulosa","no",87,21.03,2.7602373246881,4.71,4.31,4.51,3.25,2.82,3.035,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"410","Taricha_granulosa",405,"Caudata","Salamandroidea","Salamandridae","Taricha","granulosa","no",91,19.23,2.67912572655666,5.25,5.02,5.135,3.9,3.65,3.775,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"411","Taricha_rivularis",406,"Caudata","Salamandroidea","Salamandridae","Taricha","rivularis","no",73,16.39,2.54015168457819,5.43,5.24,5.335,3.99,3.59,3.79,"both","semiaquatic","metamorphosizing","free-living","lotic water"
"412","Taricha_rivularis",407,"Caudata","Salamandroidea","Salamandridae","Taricha","rivularis","no",70,14.47,2.43681659561252,5.43,5.15,5.29,4.17,3.78,3.975,"both","semiaquatic","metamorphosizing","free-living","lotic water"
"413","Taricha_rivularis",408,"Caudata","Salamandroidea","Salamandridae","Taricha","rivularis","no",62,14.19,2.42099633404725,5.72,5.84,5.78,4.01,3.99,4,"both","semiaquatic","metamorphosizing","free-living","lotic water"
"414","Taricha_torosa",409,"Caudata","Salamandroidea","Salamandridae","Taricha","torosa","no",73,15.5,2.49331547611932,5.15,5.04,5.095,3.56,3.59,3.575,"diurnal","semiaquatic","metamorphosizing","free-living","lentic water"
"415","Taricha_torosa",410,"Caudata","Salamandroidea","Salamandridae","Taricha","torosa","no",80,12.55,2.32388469264958,5.01,4.73,4.87,3.64,3.61,3.625,"diurnal","semiaquatic","metamorphosizing","free-living","lentic water"
"416","Taricha_torosa",411,"Caudata","Salamandroidea","Salamandridae","Taricha","torosa","no",73,13.72,2.39396632534738,5.11,4.68,4.895,3.59,3.72,3.655,"diurnal","semiaquatic","metamorphosizing","free-living","lentic water"
"417","Thorius_boreas",311,"Caudata","Salamandroidea","Plethodontidae","Thorius","boreas","no",31,0.49,0.788373516310524,1.48,1.59,1.535,0.86,1.29,1.075,"NA","subfossorial","direct development","no free-living","no larva"
"418","Thorius_pennatulus",312,"Caudata","Salamandroidea","Plethodontidae","Thorius","pennatulus","no",19,0.22,0.603681073679769,1.5,1.6,1.55,1.12,1.05,1.085,"NA","subfossorial","direct development","no free-living","no larva"
"419","Thorius_pennatulus",313,"Caudata","Salamandroidea","Plethodontidae","Thorius","pennatulus","no",19,0.22,0.603681073679769,1.53,1.44,1.485,1.12,0.82,0.97,"NA","subfossorial","direct development","no free-living","no larva"
"420","Thorius_pennatulus",314,"Caudata","Salamandroidea","Plethodontidae","Thorius","pennatulus","no",19,0.21,0.594392195276313,1.23,1.14,1.185,0.87,0.91,0.89,"NA","subfossorial","direct development","no free-living","no larva"
"421","Triturus_carnifex",412,"Caudata","Salamandroidea","Salamandridae","Triturus","carnifex","no",65,3.63,1.53686436809526,3.82,3.88,3.85,2.94,2.76,2.85,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"422","Triturus_carnifex",413,"Caudata","Salamandroidea","Salamandridae","Triturus","carnifex","no",55,3.33,1.49330348225477,3.77,3.59,3.68,2.81,2.78,2.795,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"423","Triturus_carnifex",414,"Caudata","Salamandroidea","Salamandridae","Triturus","carnifex","no",65,3.48,1.51539697033502,3.73,3.73,3.73,2.41,2.68,2.545,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"424","Triturus_cristatus",415,"Caudata","Salamandroidea","Salamandridae","Triturus","cristatus","no",66,7.73,1.97724201940483,4.65,4.1,4.375,3.53,3.6,3.565,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"425","Triturus_cristatus",416,"Caudata","Salamandroidea","Salamandridae","Triturus","cristatus","no",66,7.67,1.97211296389012,4.67,4.51,4.59,3.37,3.19,3.28,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"426","Triturus_cristatus",417,"Caudata","Salamandroidea","Salamandridae","Triturus","cristatus","no",72,9.07,2.08546271170629,4.28,4.73,4.505,3.32,3.01,3.165,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"427","Triturus_karelinii",418,"Caudata","Salamandroidea","Salamandridae","Triturus","karelinii","no",77,7.8,1.98319248268077,4.86,4.35,4.605,3.51,3.27,3.39,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"428","Triturus_karelinii",419,"Caudata","Salamandroidea","Salamandridae","Triturus","karelinii","no",70,7.62,1.96781827920866,5.14,4.56,4.85,4.02,3.74,3.88,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"429","Triturus_karelinii",420,"Caudata","Salamandroidea","Salamandridae","Triturus","karelinii","no",74,7.18,1.92918916784384,5.27,5.34,5.305,4.2,3.82,4.01,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"430","Tylototriton_shanjing",421,"Caudata","Salamandroidea","Salamandridae","Tylototriton","shanjing","no",75,14.8,2.4552020523843,5.02,4.81,4.915,2.99,3.13,3.06,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"431","Tylototriton_shanjing",422,"Caudata","Salamandroidea","Salamandridae","Tylototriton","shanjing","no",82,16.02,2.52089159682895,5.16,5.2,5.18,3.6,3.46,3.53,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"432","Tylototriton_shanjing",423,"Caudata","Salamandroidea","Salamandridae","Tylototriton","shanjing","no",67,8.53,2.04322570539881,4.42,4.7,4.56,2.94,2.92,2.93,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"433","Tylototriton_taliangensis",424,"Caudata","Salamandroidea","Salamandridae","Tylototriton","taliangensis","no",73,10.78,2.20905359994918,4.49,4.1,4.295,2.94,2.79,2.865,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"434","Tylototriton_taliangensis",425,"Caudata","Salamandroidea","Salamandridae","Tylototriton","taliangensis","no",70,8.97,2.07777004603319,4.07,3.79,3.93,2.79,2.41,2.6,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"435","Tylototriton_taliangensis",426,"Caudata","Salamandroidea","Salamandridae","Tylototriton","taliangensis","no",75,10.4,2.18278576612221,4.63,4.35,4.49,2.88,2.78,2.83,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"436","Tylototriton_verrucosus",427,"Caudata","Salamandroidea","Salamandridae","Tylototriton","verrucosus","no",80,18.83,2.66041940359589,4.78,4.92,4.85,3.36,3.13,3.245,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"437","Tylototriton_verrucosus",428,"Caudata","Salamandroidea","Salamandridae","Tylototriton","verrucosus","no",78,15.91,2.5151085092447,5.13,4.96,5.045,3.6,3.33,3.465,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"438","Tylototriton_verrucosus",429,"Caudata","Salamandroidea","Salamandridae","Tylototriton","verrucosus","no",71,10.37,2.18068491230626,4.41,4.25,4.33,3.03,3.12,3.075,"both","semiaquatic","metamorphosizing","free-living","lentic water"
